0.00801856	5360
0.0161259	5896
0.0162203	6432
0.0163147	6968
0.0164091	7504
0.0165035	8040
0.024229	8576
0.0243234	9112
0.0244178	9648
0.0245122	10184
0.0246066	10720
0.024701	11256
0.0247954	11792
0.032332	12328
0.0324264	12864
0.0325208	13400
0.0326152	13936
0.0327096	14472
0.0328997	13936
0.0329469	13400
0.0329941	13022
0.0330413	12717
0.0330885	12412
0.0331357	12107
0.0331829	11802
0.0332301	11497
0.0332773	11192
0.0404363	10887
0.0404835	10582
0.0405307	10277
0.0405779	9972
0.0406251	9667
0.0406723	9362
0.0407195	9057
0.0407667	8752
0.0408139	8447
0.0408611	8142
0.0409083	7837
0.0409555	7532
0.0410027	7227
0.0410499	6700
0.0410971	6432
0.0412374	6700
0.0412374	6742
0.0413318	6784
0.0486338	6826
0.0488698	6868
0.0490586	6909
0.0492474	6950
0.0493418	6991
0.0494821	7032
0.056784	7072
0.05702	7112
0.0572088	7152
0.0573976	7192
0.057492	7231
0.0575864	7270
0.064887	7309
0.065123	7348
0.0653118	7387
0.0655006	7425
0.0657379	6432
0.0729914	5896
0.0730386	5414
0.0732274	5075
0.0732746	4735
0.0734162	4396
0.0736062	4056
0.0736534	3717
0.0737491	2680
0.0738894	2948
0.0815205	2680
0.0818522	2948
0.0818522	3045
0.0819466	3139
0.0896235	3230
0.0900496	3318
0.0977266	3404
0.097821	3488
0.0981998	3570
0.105877	3650
0.105971	3728
0.10635	3805
0.114027	3880
0.114121	3954
0.1145	4026
0.12213	4097
0.122224	4167
0.122603	4235
0.130233	4302
0.130328	4368
0.130706	4433
0.138568	4497
0.138831	4560
0.13901	4623
0.139526	4685
0.146874	4746
0.147558	4806
0.147737	4865
0.148169	4924
0.156021	4982
0.156789	5039
0.157053	5096
0.157569	5152
0.165926	5207
0.167033	5262
0.167296	5316
0.168065	5370
0.177603	5423
0.179046	5475
0.179478	5527
0.180669	5578
0.180847	5629
0.193927	5680
0.196129	5730
0.199006	5780
0.199101	5829
0.202146	5878
0.210504	5926
0.219283	5974
0.219378	6022
0.222929	6069
0.22724	6116
0.231972	6162
0.236113	6208
0.236208	6254
0.241277	6299
0.24525	6344
0.250488	6389
0.25404	6433
0.254134	6477
0.258276	6521
0.263345	6565
0.267403	6608
0.270448	6651
0.270543	6694
0.274684	6736
0.279754	6778
0.283895	6820
0.28399	6862
0.28771	6903
0.292611	6944
0.296837	6985
0.301906	7026
0.302	7066
0.306226	7106
0.311464	7146
0.315606	7186
0.315701	7225
0.319589	7264
0.324574	7303
0.3288	7342
0.333954	7381
0.334048	7419
0.338274	7457
0.343512	7495
0.347654	7533
0.351543	7571
0.351637	7608
0.356622	7645
0.360848	7682
0.366002	7719
0.366096	7756
0.370322	7793
0.37556	7829
0.379702	7865
0.383591	7901
0.383685	7937
0.38867	7973
0.392896	8009
0.39805	8044
0.402276	8079
0.40237	8114
0.407608	8149
0.41175	8184
0.415639	8219
0.415733	8253
0.420718	8287
0.424944	8321
0.430098	8355
0.434324	8389
0.443331	7504
0.443378	6968
0.443425	6511
0.447435	6180
0.447482	5849
0.44753	5518
0.452552	5187
0.452599	4856
0.456778	4525
0.456825	4194
0.456872	3484
0.462147	3216
0.466335	3484
0.466335	3566
0.470139	3646
0.47875	3724
0.487951	3801
0.488045	3876
0.495223	3950
0.504592	4022
0.509324	4093
0.511611	4163
0.521149	4232
0.52605	4299
0.530276	4365
0.537622	4430
0.542523	4494
0.542617	4557
0.547686	4620
0.554189	4682
0.55909	4743
0.563063	4803
0.564169	4862
0.570672	4921
0.575657	4979
0.584858	5036
0.584952	5093
0.589853	5149
0.594079	5204
0.60134	5259
0.601435	5313
0.606251	5367
0.611236	5420
0.617823	5473
0.617917	5525
0.622818	5576
0.626876	5627
0.627729	5678
0.634316	5728
0.638458	5778
0.639311	5827
0.648428	5876
0.648522	5924
0.653591	5972
0.657817	6020
0.661622	6067
0.66492	6114
0.669315	6160
0.67	6206
0.674816	6252
0.683017	5360
0.683064	4824
0.688001	4309
0.688049	3959
0.688096	3608
0.692275	3258
0.692322	2907
0.697175	2412
0.697223	2144
0.7017	2412
0.7017	2531
0.713768	2644
0.718163	2752
0.730399	2856
0.7396	2956
0.746862	3053
0.756147	3147
0.763325	3238
0.772694	3326
0.779787	3412
0.779881	3496
0.789335	3578
0.796344	3658
0.801245	3736
0.805892	3812
0.812901	3887
0.817802	3960
0.822449	4032
0.829374	4103
0.834274	4173
0.838922	4241
0.845846	4308
0.850747	4374
0.855563	4439
0.862319	4503
0.862413	4566
0.86723	4628
0.87213	4690
0.878886	4751
0.883028	4811
0.883712	4870
0.888613	4928
0.895453	4986
0.903979	5043
0.904074	5099
0.908384	5155
0.913201	5210
0.920462	5265
0.920557	5319
0.924783	5373
0.929683	5426
0.936945	5478
0.937039	5530
0.941856	5581
0.946335	5632
0.95132	5683
0.953438	5733
0.957579	5783
0.958264	5832
0.962827	5881
0.967897	5929
0.976929	5977
0.977023	6025
0.981755	6072
0.986403	6119
0.990461	6165
0.994771	6211
0.994865	6257
