0.00801856	+8e+06ns
0.024229	+9e+06ns
0.0243234	+8.875e+06ns
0.0244178	+8.76562e+06ns
0.0245122	+8.66992e+06ns
0.0246066	+8.58618e+06ns
0.024701	+8.51291e+06ns
0.0247954	+8.44879e+06ns
0.032332	+9.39269e+06ns
0.0324264	+9.21861e+06ns
0.0325208	+9.06628e+06ns
0.0326152	+8.933e+06ns
0.0327096	+8.81637e+06ns
0.0413318	+8.71432e+06ns
0.0486338	+8.62503e+06ns
0.0488698	+8.5469e+06ns
0.0490586	+8.60354e+06ns
0.0492474	+8.5281e+06ns
0.0493418	+8.46208e+06ns
0.0494821	+8.40432e+06ns
0.056784	+8.35378e+06ns
0.05702	+8.43456e+06ns
0.0572088	+8.38024e+06ns
0.0573976	+8.33271e+06ns
0.057492	+8.29112e+06ns
0.0575864	+8.25473e+06ns
0.064887	+9.09789e+06ns
0.065123	+9.08565e+06ns
0.0653118	+8.94994e+06ns
0.0655006	+8.8312e+06ns
0.0656435	+8.7273e+06ns
0.0819466	+8.63639e+06ns
0.0896235	+9.55684e+06ns
0.0900496	+9.48723e+06ns
0.0977266	+1.03013e+07ns
0.097821	+1.00137e+07ns
0.0981998	+9.76195e+06ns
0.105877	+9.54171e+06ns
0.105971	+9.349e+06ns
0.10635	+9.18037e+06ns
0.114027	+9.15782e+06ns
0.114121	+9.1381e+06ns
0.1145	+8.99583e+06ns
0.12213	+9.87135e+06ns
0.122224	+9.63743e+06ns
0.122603	+9.43275e+06ns
0.130233	+1.02537e+07ns
0.130328	+9.97195e+06ns
0.130706	+9.72546e+06ns
0.138447	+1.05098e+07ns
0.138541	+1.01961e+07ns
0.13872	+9.92154e+06ns
0.138899	+9.68135e+06ns
0.146623	+9.47118e+06ns
0.146717	+9.28728e+06ns
0.147064	+9.25137e+06ns
0.147243	+9.21995e+06ns
0.154909	+9.06746e+06ns
0.155088	+9.05902e+06ns
0.155435	+8.92665e+06ns
0.155529	+8.81082e+06ns
0.163012	+9.70946e+06ns
0.163191	+9.62078e+06ns
0.163583	+9.41818e+06ns
0.163678	+9.24091e+06ns
0.171115	+1.00858e+07ns
0.171294	+9.82507e+06ns
0.171687	+9.59694e+06ns
0.171865	+9.39732e+06ns
0.172044	+9.34765e+06ns
0.179275	+9.1792e+06ns
0.179538	+9.0318e+06ns
0.179921	+8.90282e+06ns
0.1801	+8.91497e+06ns
0.180279	+8.8006e+06ns
0.187447	+8.70052e+06ns
0.187773	+8.61296e+06ns
0.188071	+8.66134e+06ns
0.188419	+8.57867e+06ns
0.188597	+8.50634e+06ns
0.195597	+8.44304e+06ns
0.195935	+8.38766e+06ns
0.196205	+8.4642e+06ns
0.196658	+8.40618e+06ns
0.197006	+8.4804e+06ns
0.203763	+9.29535e+06ns
0.204038	+9.25843e+06ns
0.20447	+9.22613e+06ns
0.204761	+9.07286e+06ns
0.205189	+9.06375e+06ns
0.211987	+9.68078e+06ns
0.212141	+9.59569e+06ns
0.212404	+9.39622e+06ns
0.212836	+9.2217e+06ns
0.213015	+9.19398e+06ns
0.213446	+9.04474e+06ns
0.220154	+9.03914e+06ns
0.220417	+8.90925e+06ns
0.220684	+8.79559e+06ns
0.221115	+8.82114e+06ns
0.22121	+8.7185e+06ns
0.22176	+8.62869e+06ns
0.228344	+8.5501e+06ns
0.228692	+8.48134e+06ns
0.22887	+8.42117e+06ns
0.229434	+8.36852e+06ns
0.229613	+8.32246e+06ns
0.230129	+8.40715e+06ns
0.236506	+9.23126e+06ns
0.236976	+9.07735e+06ns
0.237155	+9.06768e+06ns
0.237755	+9.05922e+06ns
0.237934	+8.92682e+06ns
0.238534	+8.93596e+06ns
0.244643	+9.56897e+06ns
0.245159	+9.49785e+06ns
0.245506	+9.43562e+06ns
0.246275	+9.38116e+06ns
0.24637	+9.33352e+06ns
0.247054	+9.41683e+06ns
0.247233	+9.36472e+06ns
0.253159	+9.31913e+06ns
0.253843	+9.15424e+06ns
0.254275	+9.13496e+06ns
0.254791	+8.99309e+06ns
0.255223	+8.99395e+06ns
0.256076	+8.99471e+06ns
0.256339	+8.99537e+06ns
0.261408	+8.87095e+06ns
0.262177	+8.88708e+06ns
0.262777	+8.77619e+06ns
0.263378	+8.80417e+06ns
0.263894	+8.70365e+06ns
0.264747	+8.61569e+06ns
0.265094	+8.66373e+06ns
0.270079	+9.33076e+06ns
0.271186	+9.41442e+06ns
0.27187	+9.36261e+06ns
0.272724	+9.44229e+06ns
0.273324	+9.512e+06ns
0.274261	+9.698e+06ns
0.274609	+9.73575e+06ns
0.279762	+1.02688e+07ns
0.281037	+1.03602e+07ns
0.281722	+1.03152e+07ns
0.282744	+1.04008e+07ns
0.283597	+1.04757e+07ns
0.284788	+1.05412e+07ns
0.285051	+1.05986e+07ns
0.290879	+1.12737e+07ns
0.292238	+1.14895e+07ns
0.292332	+1.14283e+07ns
0.293101	+1.14998e+07ns
0.294461	+1.15623e+07ns
0.295398	+1.1617e+07ns
0.296926	+1.16649e+07ns
0.297358	+1.17068e+07ns
0.303776	+1.18684e+07ns
0.305641	+1.20099e+07ns
0.30582	+1.21336e+07ns
0.306842	+1.22419e+07ns
0.308032	+1.24617e+07ns
0.309307	+1.2654e+07ns
0.311257	+1.29472e+07ns
0.311688	+1.30788e+07ns
0.319456	+1.3444e+07ns
0.321911	+1.37635e+07ns
0.32209	+1.4168e+07ns
0.324292	+1.4647e+07ns
0.324387	+1.50662e+07ns
0.32718	+1.55579e+07ns
0.328539	+1.59882e+07ns
0.330235	+1.63646e+07ns
0.336991	+1.74441e+07ns
0.340289	+1.78885e+07ns
0.340384	+1.80275e+07ns
0.345875	+1.8649e+07ns
0.34774	+1.91929e+07ns
0.349268	+1.99188e+07ns
0.351386	+2.04289e+07ns
0.356539	+2.13753e+07ns
0.365825	+2.30784e+07ns
0.373424	+2.48186e+07ns
0.375373	+2.60913e+07ns
0.381454	+2.79549e+07ns
0.38509	+2.94605e+07ns
0.388894	+3.09029e+07ns
0.390928	+3.21651e+07ns
0.392625	+3.32694e+07ns
0.400392	+3.46108e+07ns
0.412038	+3.61594e+07ns
0.421577	+3.76395e+07ns
0.42555	+3.91846e+07ns
0.436943	+4.11615e+07ns
0.586853	+5.22663e+07ns
0.677255	+6.8858e+07ns
0.704247	+8.26258e+07ns
0.717748	+9.41725e+07ns
0.812028	+1.10651e+08ns
0.996699	+1.36695e+08ns
1.04477	+1.62108e+08ns
1.07362	+1.86344e+08ns
1.26993	+2.20176e+08ns
5.90772	+2.59904e+08ns
8.33543	+2.96666e+08ns
8.86472	+3.25708e+08ns
13.5196	+3.48494e+08ns
23.642	+3.66433e+08ns
25.5367	+3.63129e+08ns
26.0387	+3.80487e+08ns
30.246	+4.24927e+08ns
35.2416	+4.39436e+08ns
35.9744	+4.76131e+08ns
59.0199	+5.11115e+08ns
59.7566	+5.3935e+08ns
