0.00801856	+8e+06ns
0.024229	+9e+06ns
0.0243234	+8.875e+06ns
0.0244178	+8.76562e+06ns
0.0245122	+8.66992e+06ns
0.0246066	+8.58618e+06ns
0.024701	+8.51291e+06ns
0.0247954	+8.44879e+06ns
0.032332	+9.39269e+06ns
0.0324264	+9.21861e+06ns
0.0325208	+9.06628e+06ns
0.0326152	+8.933e+06ns
0.0327096	+8.81637e+06ns
0.0413318	+8.71432e+06ns
0.0486338	+8.62503e+06ns
0.0488698	+8.5469e+06ns
0.0490586	+8.60354e+06ns
0.0492474	+8.5281e+06ns
0.0493418	+8.46208e+06ns
0.0494821	+8.40432e+06ns
0.056784	+8.35378e+06ns
0.05702	+8.43456e+06ns
0.0572088	+8.38024e+06ns
0.0573976	+8.33271e+06ns
0.057492	+8.29112e+06ns
0.0575864	+8.25473e+06ns
0.064887	+9.09789e+06ns
0.065123	+9.08565e+06ns
0.0653118	+8.94994e+06ns
0.0655006	+8.8312e+06ns
0.0656435	+8.7273e+06ns
0.0819466	+8.63639e+06ns
0.0896235	+9.55684e+06ns
0.0900496	+9.48723e+06ns
0.0977266	+1.03013e+07ns
0.097821	+1.00137e+07ns
0.0981998	+9.76195e+06ns
0.105877	+9.54171e+06ns
0.105971	+9.349e+06ns
0.10635	+9.18037e+06ns
0.114027	+9.15782e+06ns
0.114121	+9.1381e+06ns
0.1145	+8.99583e+06ns
0.12213	+9.87135e+06ns
0.122224	+9.63743e+06ns
0.122603	+9.43275e+06ns
0.130233	+1.02537e+07ns
0.130328	+9.97195e+06ns
0.130706	+9.72546e+06ns
0.138336	+1.05098e+07ns
0.138515	+1.01961e+07ns
0.138694	+9.92154e+06ns
0.138857	+9.68135e+06ns
0.146486	+9.47118e+06ns
0.146749	+9.28728e+06ns
0.146928	+9.12637e+06ns
0.147023	+9.11058e+06ns
0.154721	+8.97175e+06ns
0.1549	+8.85028e+06ns
0.155078	+8.869e+06ns
0.155173	+8.88537e+06ns
0.162879	+9.6497e+06ns
0.163058	+9.56849e+06ns
0.163181	+9.49743e+06ns
0.163276	+9.31025e+06ns
0.170982	+1.00215e+07ns
0.171161	+9.89378e+06ns
0.171353	+9.65706e+06ns
0.171532	+9.44993e+06ns
0.171626	+9.26869e+06ns
0.179217	+9.2351e+06ns
0.179311	+9.08071e+06ns
0.179503	+8.94562e+06ns
0.179723	+8.82742e+06ns
0.179818	+8.72399e+06ns
0.203846	+8.63349e+06ns
0.20429	+8.67931e+06ns
0.211996	+8.59439e+06ns
0.212477	+8.52009e+06ns
0.220146	+8.58008e+06ns
0.220627	+8.50757e+06ns
0.228316	+9.44412e+06ns
0.22873	+9.26361e+06ns
0.236526	+1.01057e+07ns
0.236833	+9.84245e+06ns
0.244739	+1.06121e+07ns
0.244918	+1.02856e+07ns
0.245097	+1.01249e+07ns
0.25289	+9.8593e+06ns
0.253153	+9.75189e+06ns
0.253416	+9.5329e+06ns
0.261185	+9.46629e+06ns
0.261448	+9.283e+06ns
0.261639	+9.12263e+06ns
0.269316	+9.9823e+06ns
0.269579	+9.73451e+06ns
0.269758	+9.5177e+06ns
0.277498	+1.0328e+07ns
0.277845	+1.0037e+07ns
0.278108	+9.90736e+06ns
0.2857	+1.06689e+07ns
0.285795	+1.03353e+07ns
0.286265	+1.01684e+07ns
0.286444	+9.89736e+06ns
0.293866	+9.66019e+06ns
0.294045	+9.57766e+06ns
0.294561	+9.38045e+06ns
0.294993	+9.2079e+06ns
0.302507	+9.18191e+06ns
0.302855	+9.03417e+06ns
0.303371	+9.0299e+06ns
0.303887	+9.02616e+06ns
0.312244	+1.01479e+07ns
0.31276	+1.01294e+07ns
0.313445	+1.02382e+07ns
0.314214	+1.03334e+07ns
0.324005	+1.16668e+07ns
0.324605	+1.17084e+07ns
0.325459	+1.18699e+07ns
0.326481	+1.20111e+07ns
0.326659	+1.20097e+07ns
0.338221	+1.22585e+07ns
0.338906	+1.24762e+07ns
0.340181	+1.27917e+07ns
0.341371	+1.30677e+07ns
0.34155	+1.33093e+07ns
0.356148	+1.38956e+07ns
0.35894	+1.46586e+07ns
0.361227	+1.54513e+07ns
0.364525	+1.63949e+07ns
0.36462	+1.72205e+07ns
0.381157	+1.8193e+07ns
0.384708	+1.94188e+07ns
0.390452	+2.09915e+07ns
0.394088	+2.24926e+07ns
0.395363	+2.3556e+07ns
0.416959	+2.71115e+07ns
0.421691	+2.87226e+07ns
0.426507	+3.03822e+07ns
0.432504	+3.18345e+07ns
0.434959	+3.28551e+07ns
0.462542	+3.71233e+07ns
0.467443	+3.88578e+07ns
0.468717	+3.98756e+07ns
0.474714	+4.08912e+07ns
0.484252	+4.22798e+07ns
0.487888	+4.36198e+07ns
0.521458	+4.55423e+07ns
0.5299	+4.75995e+07ns
0.53362	+4.97746e+07ns
0.540713	+5.18028e+07ns
0.557503	+5.44524e+07ns
0.5635	+5.71459e+07ns
0.607019	+6.07526e+07ns
0.621279	+6.46586e+07ns
0.626095	+6.82012e+07ns
0.633357	+7.13011e+07ns
0.656133	+7.68884e+07ns
0.664575	+8.06524e+07ns
0.720996	+9.01958e+07ns
0.739134	+9.54214e+07ns
0.746312	+9.91187e+07ns
0.758295	+1.03229e+08ns
0.790937	+1.0995e+08ns
0.801572	+1.14331e+08ns
0.859256	+1.24415e+08ns
0.878576	+1.28613e+08ns
0.885753	+1.30787e+08ns
0.899001	+1.33563e+08ns
0.932655	+1.38618e+08ns
0.944639	+1.40541e+08ns
0.945914	+1.40973e+08ns
1.00478	+1.41476e+08ns
1.02528	+1.42167e+08ns
1.03372	+1.42896e+08ns
1.0457	+1.43284e+08ns
1.0818	+1.43998e+08ns
1.09269	+1.44499e+08ns
1.09498	+1.45061e+08ns
1.15519	+1.45804e+08ns
1.1767	+1.46453e+08ns
1.18515	+1.47147e+08ns
1.19831	+1.47878e+08ns
1.23567	+1.48643e+08ns
1.2453	+1.49188e+08ns
1.24885	+1.4979e+08ns
1.5519	+1.55441e+08ns
1.56877	+1.56011e+08ns
1.63118	+1.56634e+08ns
1.70927	+1.56805e+08ns
1.72615	+1.56954e+08ns
1.78872	+1.5696e+08ns
1.86445	+1.66465e+08ns
1.88132	+1.67157e+08ns
1.94264	+1.73262e+08ns
2.01702	+1.8023e+08ns
2.03507	+1.79076e+08ns
2.09402	+1.83316e+08ns
3.20626	+1.71277e+08ns
3.2868	+1.59867e+08ns
3.36126	+1.49259e+08ns
3.42974	+1.48476e+08ns
3.49249	+1.46292e+08ns
3.55	+1.4313e+08ns
3.55119	+1.32614e+08ns
3.60407	+1.22787e+08ns
3.65451	+1.20314e+08ns
4.1288	+1.33275e+08ns
4.36158	+1.19865e+08ns
4.38925	+1.08382e+08ns
4.41574	+9.80844e+07ns
4.44332	+9.25739e+07ns
4.47099	+8.78771e+07ns
4.49983	+8.38925e+07ns
4.50111	+7.72809e+07ns
4.52996	+7.13708e+07ns
4.53351	+6.64495e+07ns
4.63335	+6.26433e+07ns
4.6681	+5.91879e+07ns
4.70301	+5.61644e+07ns
4.73903	+5.80188e+07ns
4.77513	+5.97665e+07ns
4.81005	+6.11707e+07ns
4.81242	+5.81493e+07ns
4.84734	+5.55057e+07ns
4.96273	+5.34425e+07ns
5.00119	+5.16372e+07ns
5.03855	+4.98075e+07ns
5.07575	+5.28316e+07ns
5.11311	+5.56026e+07ns
5.15039	+5.80273e+07ns
5.15149	+5.55239e+07ns
5.18877	+5.33334e+07ns
5.19005	+5.15417e+07ns
5.22733	+4.9974e+07ns
5.22844	+4.84773e+07ns
5.2658	+4.71676e+07ns
5.26817	+4.63966e+07ns
5.30537	+5.02221e+07ns
5.3079	+4.91943e+07ns
5.3451	+5.267e+07ns
5.34756	+5.13363e+07ns
5.34866	+5.00442e+07ns
5.38586	+4.87887e+07ns
5.3884	+4.78151e+07ns
5.39068	+4.70882e+07ns
5.51338	+4.64522e+07ns
5.55277	+4.55207e+07ns
5.59249	+4.97056e+07ns
5.63095	+5.32424e+07ns
5.66697	+5.58371e+07ns
5.66824	+5.36075e+07ns
5.70316	+5.15315e+07ns
5.70562	+4.97151e+07ns
6.88117	+4.78757e+07ns
6.915	+4.60162e+07ns
6.94991	+4.46392e+07ns
6.98601	+4.80593e+07ns
7.02312	+5.13019e+07ns
7.0604	+5.41392e+07ns
7.0605	+5.19968e+07ns
7.09786	+5.01222e+07ns
7.10015	+4.88569e+07ns
7.13743	+4.77498e+07ns
7.1409	+4.67811e+07ns
7.17834	+4.60584e+07ns
7.18308	+4.60511e+07ns
7.22162	+5.04197e+07ns
7.22762	+5.02423e+07ns
7.35127	+4.9462e+07ns
7.39083	+4.81542e+07ns
7.43409	+4.7635e+07ns
7.47753	+5.25556e+07ns
7.52071	+5.67361e+07ns
7.5628	+6.02691e+07ns
7.56399	+5.81105e+07ns
7.60607	+5.63467e+07ns
7.64799	+5.98033e+07ns
7.79807	+6.28279e+07ns
7.98812	+5.95994e+07ns
8.02287	+5.63995e+07ns
8.05602	+5.35996e+07ns
8.08967	+5.52746e+07ns
8.18482	+5.23653e+07ns
8.21476	+4.95696e+07ns
8.32901	+5.02484e+07ns
8.3544	+4.70924e+07ns
8.52726	+4.44558e+07ns
8.55509	+4.23988e+07ns
8.58386	+4.0599e+07ns
8.61279	+4.26491e+07ns
8.63801	+4.4193e+07ns
8.66458	+4.51689e+07ns
8.6656	+4.28977e+07ns
8.69091	+4.07855e+07ns
8.69336	+3.91873e+07ns
8.71732	+3.76639e+07ns
8.71969	+3.62059e+07ns
8.74382	+3.49302e+07ns
8.74737	+3.43139e+07ns
11.9925	+5.81497e+07ns
12.0187	+5.4131e+07ns
12.0463	+5.08646e+07ns
12.074	+4.80065e+07ns
12.1028	+4.55057e+07ns
12.1328	+4.70675e+07ns
12.1641	+4.89341e+07ns
12.259	+4.70673e+07ns
12.4166	+4.54339e+07ns
12.4503	+4.40046e+07ns
12.4839	+4.26291e+07ns
12.5177	+4.56754e+07ns
12.5512	+4.8466e+07ns
12.585	+5.07828e+07ns
12.5861	+4.88099e+07ns
12.6197	+4.70837e+07ns
12.6546	+4.96982e+07ns
12.8927	+4.74859e+07ns
12.924	+4.55502e+07ns
12.9552	+4.37314e+07ns
12.9865	+4.6015e+07ns
13.0166	+4.78881e+07ns
13.0465	+4.94021e+07ns
13.0478	+4.71018e+07ns
13.0766	+4.49641e+07ns
13.0789	+4.32186e+07ns
13.2581	+4.13163e+07ns
13.2857	+3.95267e+07ns
13.3133	+3.80859e+07ns
13.3387	+3.99502e+07ns
